pressure(bar),heat flux(kW/m2),mass fluxkg/(m2⋅s),sub cooling,fluid,channel dia(mm),flow/pool,d/dMax,t/tMax
1.11,173,495,6.5,water,13.33,flow,0.1549774073,0.004672897196
1.11,173,495,6.5,water,13.33,flow,0.2153508649,0.009345794393
1.11,173,495,6.5,water,13.33,flow,0.260160472,0.01401869159
1.11,173,495,6.5,water,13.33,flow,0.2969137362,0.01869158879
1.11,173,495,6.5,water,13.33,flow,0.3285177701,0.02336448598
1.11,173,495,6.5,water,13.33,flow,0.3564639406,0.02803738318
1.11,173,495,6.5,water,13.33,flow,0.3816394276,0.03271028037
1.11,173,495,6.5,water,13.33,flow,0.404621132,0.03738317757
1.11,173,495,6.5,water,13.33,flow,0.4258089866,0.04205607477
1.11,173,495,6.5,water,13.33,flow,0.4454961192,0.04672897196
1.11,173,495,6.5,water,13.33,flow,0.4639023759,0.05140186916
1.11,173,495,6.5,water,13.33,flow,0.4811992678,0.05607476636
1.11,173,495,6.5,water,13.33,flow,0.4975224446,0.06074766355
1.11,173,495,6.5,water,13.33,flow,0.5129833884,0.06542056075
1.11,173,495,6.5,water,13.33,flow,0.5276717527,0.07009345794
1.11,173,495,6.5,water,13.33,flow,0.5416639381,0.07476635514
1.11,173,495,6.5,water,13.33,flow,0.5550254304,0.07943925234
1.11,173,495,6.5,water,13.33,flow,0.5678092423,0.08411214953
1.11,173,495,6.5,water,13.33,flow,0.5800644882,0.08878504673
1.11,173,495,6.5,water,13.33,flow,0.5918317071,0.09345794393
1.11,173,495,6.5,water,13.33,flow,0.6031467605,0.09813084112
1.11,173,495,6.5,water,13.33,flow,0.6140423913,0.1028037383
1.11,173,495,6.5,water,13.33,flow,0.624546665,0.1074766355
1.11,173,495,6.5,water,13.33,flow,0.6346845288,0.1121495327
1.11,173,495,6.5,water,13.33,flow,0.6444785907,0.1168224299
1.11,173,495,6.5,water,13.33,flow,0.6539499001,0.1214953271
1.11,173,495,6.5,water,13.33,flow,0.6631156078,0.1261682243
1.11,173,495,6.5,water,13.33,flow,0.6719944243,0.1308411215
1.11,173,495,6.5,water,13.33,flow,0.6806003823,0.1355140187
1.11,173,495,6.5,water,13.33,flow,0.6889475145,0.1401869159
1.11,173,495,6.5,water,13.33,flow,0.697049074,0.1448598131
1.11,173,495,6.5,water,13.33,flow,0.7049167548,0.1495327103
1.11,173,495,6.5,water,13.33,flow,0.7125606915,0.1542056075
1.11,173,495,6.5,water,13.33,flow,0.7199917987,0.1588785047
1.11,173,495,6.5,water,13.33,flow,0.7272194313,0.1635514019
1.11,173,495,6.5,water,13.33,flow,0.7342521649,0.1682242991
1.11,173,495,6.5,water,13.33,flow,0.7410977956,0.1728971963
1.11,173,495,6.5,water,13.33,flow,0.7477641193,0.1775700935
1.11,173,495,6.5,water,13.33,flow,0.7542573726,0.1822429907
1.11,173,495,6.5,water,13.33,flow,0.7605853517,0.1869158879
1.11,173,495,6.5,water,13.33,flow,0.7667542932,0.191588785
1.11,173,495,6.5,water,13.33,flow,0.7727680952,0.1962616822
1.11,173,495,6.5,water,13.33,flow,0.7786345536,0.2009345794
1.11,173,495,6.5,water,13.33,flow,0.7843575663,0.2056074766
1.11,173,495,6.5,water,13.33,flow,0.789941811,0.2102803738
1.11,173,495,6.5,water,13.33,flow,0.7953927448,0.214953271
1.11,173,495,6.5,water,13.33,flow,0.8007142657,0.2196261682
1.11,173,495,6.5,water,13.33,flow,0.8059102716,0.2242990654
1.11,173,495,6.5,water,13.33,flow,0.8109854403,0.2289719626
1.11,173,495,6.5,water,13.33,flow,0.8159421103,0.2336448598
1.11,173,495,6.5,water,13.33,flow,0.8207849594,0.238317757
1.11,173,495,6.5,water,13.33,flow,0.8255163263,0.2429906542
1.11,173,495,6.5,water,13.33,flow,0.8301408886,0.2476635514
1.11,173,495,6.5,water,13.33,flow,0.8346602054,0.2523364486
1.11,173,495,6.5,water,13.33,flow,0.8390781747,0.2570093458
1.11,173,495,6.5,water,13.33,flow,0.8433971355,0.261682243
1.11,173,495,6.5,water,13.33,flow,0.8476194263,0.2663551402
1.11,173,495,6.5,water,13.33,flow,0.8517481656,0.2710280374
1.11,173,495,6.5,water,13.33,flow,0.8557849126,0.2757009346
1.11,173,495,6.5,water,13.33,flow,0.8597327857,0.2803738318
1.11,173,495,6.5,water,13.33,flow,0.8635941237,0.285046729
1.11,173,495,6.5,water,13.33,flow,0.8673704858,0.2897196262
1.11,173,495,6.5,water,13.33,flow,0.8710642106,0.2943925234
1.11,173,495,6.5,water,13.33,flow,0.8746776371,0.2990654206
1.11,173,495,6.5,water,13.33,flow,0.8782115449,0.3037383178
1.11,173,495,6.5,water,13.33,flow,0.8816682726,0.308411215
1.11,173,495,6.5,water,13.33,flow,0.8850501592,0.3130841121
1.11,173,495,6.5,water,13.33,flow,0.8883587637,0.3177570093
1.11,173,495,6.5,water,13.33,flow,0.8915948659,0.3224299065
1.11,173,495,6.5,water,13.33,flow,0.8947600248,0.3271028037
1.11,173,495,6.5,water,13.33,flow,0.8978573589,0.3317757009
1.11,173,495,6.5,water,13.33,flow,0.9008860886,0.3364485981
1.11,173,495,6.5,water,13.33,flow,0.9038493322,0.3411214953
1.11,173,495,6.5,water,13.33,flow,0.9067478694,0.3457943925
1.11,173,495,6.5,water,13.33,flow,0.9095832593,0.3504672897
1.11,173,495,6.5,water,13.33,flow,0.9123555019,0.3551401869
1.11,173,495,6.5,water,13.33,flow,0.9150677157,0.3598130841
1.11,173,495,6.5,water,13.33,flow,0.9177199006,0.3644859813
1.11,173,495,6.5,water,13.33,flow,0.9203136158,0.3691588785
1.11,173,495,6.5,water,13.33,flow,0.9228496409,0.3738317757
1.11,173,495,6.5,water,13.33,flow,0.9253287555,0.3785046729
1.11,173,495,6.5,water,13.33,flow,0.9277532985,0.3831775701
1.11,173,495,6.5,water,13.33,flow,0.9301232697,0.3878504673
1.11,173,495,6.5,water,13.33,flow,0.9324394488,0.3925233645
1.11,173,495,6.5,water,13.33,flow,0.934703395,0.3971962617
1.11,173,495,6.5,water,13.33,flow,0.9369158879,0.4018691589
1.11,173,495,6.5,water,13.33,flow,0.939077707,0.4065420561
1.11,173,495,6.5,water,13.33,flow,0.941189632,0.4112149533
1.11,173,495,6.5,water,13.33,flow,0.9432532221,0.4158878505
1.11,173,495,6.5,water,13.33,flow,0.9452684772,0.4205607477
1.11,173,495,6.5,water,13.33,flow,0.947236177,0.4252336449
1.11,173,495,6.5,water,13.33,flow,0.949157101,0.4299065421
1.11,173,495,6.5,water,13.33,flow,0.9510328085,0.4345794393
1.11,173,495,6.5,water,13.33,flow,0.9528632994,0.4392523364
1.11,173,495,6.5,water,13.33,flow,0.9546493534,0.4439252336
1.11,173,495,6.5,water,13.33,flow,0.95639175,0.4485981308
1.11,173,495,6.5,water,13.33,flow,0.9580920484,0.453271028
1.11,173,495,6.5,water,13.33,flow,0.9597494691,0.4579439252
1.11,173,495,6.5,water,13.33,flow,0.9613647916,0.4626168224
1.11,173,495,6.5,water,13.33,flow,0.9629395751,0.4672897196
1.11,173,495,6.5,water,13.33,flow,0.9644745992,0.4719626168
1.11,173,495,6.5,water,13.33,flow,0.9659690843,0.476635514
1.11,173,495,6.5,water,13.33,flow,0.9674245897,0.4813084112
1.11,173,495,6.5,water,13.33,flow,0.9688411153,0.4859813084
1.11,173,495,6.5,water,13.33,flow,0.9702202202,0.4906542056
1.11,173,495,6.5,water,13.33,flow,0.971561125,0.4953271028
1.11,173,495,6.5,water,13.33,flow,0.9728653888,0.5
1.11,173,495,6.5,water,13.33,flow,0.9741330115,0.5046728972
1.11,173,495,6.5,water,13.33,flow,0.9753647729,0.5093457944
1.11,173,495,6.5,water,13.33,flow,0.9765614524,0.5140186916
1.11,173,495,6.5,water,13.33,flow,0.9777230502,0.5186915888
1.11,173,495,6.5,water,13.33,flow,0.9788495661,0.523364486
1.11,173,495,6.5,water,13.33,flow,0.9799425594,0.5280373832
1.11,173,495,6.5,water,13.33,flow,0.9810012505,0.5327102804
1.11,173,495,6.5,water,13.33,flow,0.9820271985,0.5373831776
1.11,173,495,6.5,water,13.33,flow,0.9830204036,0.5420560748
1.11,173,495,6.5,water,13.33,flow,0.9839816452,0.546728972
1.11,173,495,6.5,water,13.33,flow,0.9849101438,0.5514018692
1.11,173,495,6.5,water,13.33,flow,0.9858082381,0.5560747664
1.11,173,495,6.5,water,13.33,flow,0.9866743691,0.5607476636
1.11,173,495,6.5,water,13.33,flow,0.9875100958,0.5654205607
1.11,173,495,6.5,water,13.33,flow,0.9883154182,0.5700934579
1.11,173,495,6.5,water,13.33,flow,0.989091116,0.5747663551
1.11,173,495,6.5,water,13.33,flow,0.9898364096,0.5794392523
1.11,173,495,6.5,water,13.33,flow,0.9905528582,0.5841121495
1.11,173,495,6.5,water,13.33,flow,0.9912404616,0.5887850467
1.11,173,495,6.5,water,13.33,flow,0.9918999997,0.5934579439
1.11,173,495,6.5,water,13.33,flow,0.9925306927,0.5981308411
1.11,173,495,6.5,water,13.33,flow,0.9931340998,0.6028037383
1.11,173,495,6.5,water,13.33,flow,0.9937094415,0.6074766355
1.11,173,495,6.5,water,13.33,flow,0.9942574974,0.6121495327
1.11,173,495,6.5,water,13.33,flow,0.994779047,0.6168224299
1.11,173,495,6.5,water,13.33,flow,0.9952733107,0.6214953271
1.11,173,495,6.5,water,13.33,flow,0.9957418478,0.6261682243
1.11,173,495,6.5,water,13.33,flow,0.9961838786,0.6308411215
1.11,173,495,6.5,water,13.33,flow,0.9966009623,0.6355140187
1.11,173,495,6.5,water,13.33,flow,0.9969915398,0.6401869159
1.11,173,495,6.5,water,13.33,flow,0.9973579499,0.6448598131
1.11,173,495,6.5,water,13.33,flow,0.9976986332,0.6495327103
1.11,173,495,6.5,water,13.33,flow,0.9980151491,0.6542056075
1.11,173,495,6.5,water,13.33,flow,0.9983074975,0.6588785047
1.11,173,495,6.5,water,13.33,flow,0.9985748989,0.6635514019
1.11,173,495,6.5,water,13.33,flow,0.9988189124,0.6682242991
1.11,173,495,6.5,water,13.33,flow,0.999039538,0.6728971963
1.11,173,495,6.5,water,13.33,flow,0.9992367757,0.6775700935
1.11,173,495,6.5,water,13.33,flow,0.9994106256,0.6822429907
1.11,173,495,6.5,water,13.33,flow,0.9995618672,0.6869158879
1.11,173,495,6.5,water,13.33,flow,0.9996897209,0.691588785
1.11,173,495,6.5,water,13.33,flow,0.9997957459,0.6962616822
1.11,173,495,6.5,water,13.33,flow,0.9998799422,0.7009345794
1.11,173,495,6.5,water,13.33,flow,0.9999415303,0.7056074766
1.11,173,495,6.5,water,13.33,flow,0.9999820693,0.7102803738
1.11,173,495,6.5,water,13.33,flow,1,0.714953271
1.11,173,495,6.5,water,13.33,flow,0.9999976612,0.7196261682
1.11,173,495,6.5,water,13.33,flow,0.9999734937,0.7242990654
1.11,173,495,6.5,water,13.33,flow,0.9999282772,0.7289719626
1.11,173,495,6.5,water,13.33,flow,0.9998627911,0.7336448598
1.11,173,495,6.5,water,13.33,flow,0.9997770356,0.738317757
1.11,173,495,6.5,water,13.33,flow,0.999670231,0.7429906542
1.11,173,495,6.5,water,13.33,flow,0.9995439365,0.7476635514
1.11,173,495,6.5,water,13.33,flow,0.9993973725,0.7523364486
1.11,173,495,6.5,water,13.33,flow,0.999230539,0.7570093458
1.11,173,495,6.5,water,13.33,flow,0.9990449952,0.761682243
1.11,173,495,6.5,water,13.33,flow,0.9988399615,0.7663551402
1.11,173,495,6.5,water,13.33,flow,0.9986154379,0.7710280374
1.11,173,495,6.5,water,13.33,flow,0.9983714244,0.7757009346
1.11,173,495,6.5,water,13.33,flow,0.9981094802,0.7803738318
1.11,173,495,6.5,water,13.33,flow,0.9978280461,0.785046729
1.11,173,495,6.5,water,13.33,flow,0.9975286813,0.7897196262
1.11,173,495,6.5,water,13.33,flow,0.9972106062,0.7943925234
1.11,173,495,6.5,water,13.33,flow,0.9968738209,0.7990654206
1.11,173,495,6.5,water,13.33,flow,0.9965198844,0.8037383178
1.11,173,495,6.5,water,13.33,flow,0.9961472376,0.808411215
1.11,173,495,6.5,water,13.33,flow,0.9957574397,0.8130841121
1.11,173,495,6.5,water,13.33,flow,0.9953497111,0.8177570093
1.11,173,495,6.5,water,13.33,flow,0.9949248314,0.8224299065
1.11,173,495,6.5,water,13.33,flow,0.9944828006,0.8271028037
1.11,173,495,6.5,water,13.33,flow,0.994022839,0.8317757009
1.11,173,495,6.5,water,13.33,flow,0.993546506,0.8364485981
1.11,173,495,6.5,water,13.33,flow,0.9930530219,0.8411214953
1.11,173,495,6.5,water,13.33,flow,0.9925431662,0.8457943925
1.11,173,495,6.5,water,13.33,flow,0.9920169391,0.8504672897
1.11,173,495,6.5,water,13.33,flow,0.9914735608,0.8551401869
1.11,173,495,6.5,water,13.33,flow,0.9909145906,0.8598130841
1.11,173,495,6.5,water,13.33,flow,0.9903384693,0.8644859813
1.11,173,495,6.5,water,13.33,flow,0.9897475357,0.8691588785
1.11,173,495,6.5,water,13.33,flow,0.989139451,0.8738317757
1.11,173,495,6.5,water,13.33,flow,0.9885165539,0.8785046729
1.11,173,495,6.5,water,13.33,flow,0.9878772854,0.8831775701
1.11,173,495,6.5,water,13.33,flow,0.9872232045,0.8878504673
1.11,173,495,6.5,water,13.33,flow,0.9865527521,0.8925233645
1.11,173,495,6.5,water,13.33,flow,0.985868267,0.8971962617
1.11,173,495,6.5,water,13.33,flow,0.9851674104,0.9018691589
1.11,173,495,6.5,water,13.33,flow,0.9844517415,0.9065420561
1.11,173,495,6.5,water,13.33,flow,0.9837220398,0.9112149533
1.11,173,495,6.5,water,13.33,flow,0.9829767462,0.9158878505
1.11,173,495,6.5,water,13.33,flow,0.9822166403,0.9205607477
1.11,173,495,6.5,water,13.33,flow,0.9814417221,0.9252336449
1.11,173,495,6.5,water,13.33,flow,0.9806527712,0.9299065421
1.11,173,495,6.5,water,13.33,flow,0.9798497875,0.9345794393
1.11,173,495,6.5,water,13.33,flow,0.9790319915,0.9392523364
1.11,173,495,6.5,water,13.33,flow,0.9782001628,0.9439252336
1.11,173,495,6.5,water,13.33,flow,0.9773543013,0.9485981308
1.11,173,495,6.5,water,13.33,flow,0.9764944072,0.953271028
1.11,173,495,6.5,water,13.33,flow,0.9756204803,0.9579439252
1.11,173,495,6.5,water,13.33,flow,0.9747333003,0.9626168224
1.11,173,495,6.5,water,13.33,flow,0.9738320875,0.9672897196
1.11,173,495,6.5,water,13.33,flow,0.9729176217,0.9719626168
1.11,173,495,6.5,water,13.33,flow,0.9719891231,0.976635514
1.11,173,495,6.5,water,13.33,flow,0.971048151,0.9813084112
1.11,173,495,6.5,water,13.33,flow,0.9700931461,0.9859813084
1.11,173,495,6.5,water,13.33,flow,0.9691248881,0.9906542056
1.11,173,495,6.5,water,13.33,flow,0.9681441566,0.9953271028
1.11,173,495,6.5,water,13.33,flow,0.967150172,1
1.08,207,497,10.3,water,13.33,flow,0.147050702,0.004184100418
1.08,207,497,10.3,water,13.33,flow,0.2045371317,0.008368200837
1.08,207,497,10.3,water,13.33,flow,0.2472888844,0.01255230126
1.08,207,497,10.3,water,13.33,flow,0.2824130405,0.01673640167
1.08,207,497,10.3,water,13.33,flow,0.3126620615,0.02092050209
1.08,207,497,10.3,water,13.33,flow,0.3394490942,0.02510460251
1.08,207,497,10.3,water,13.33,flow,0.3636121333,0.02928870293
1.08,207,497,10.3,water,13.33,flow,0.3856982747,0.03347280335
1.08,207,497,10.3,water,13.33,flow,0.4060862773,0.03765690377
1.08,207,497,10.3,water,13.33,flow,0.4250537498,0.04184100418
1.08,207,497,10.3,water,13.33,flow,0.4428081605,0.0460251046
1.08,207,497,10.3,water,13.33,flow,0.4595126785,0.05020920502
1.08,207,497,10.3,water,13.33,flow,0.4752950332,0.05439330544
1.08,207,497,10.3,water,13.33,flow,0.4902608046,0.05857740586
1.08,207,497,10.3,water,13.33,flow,0.504495638,0.06276150628
1.08,207,497,10.3,water,13.33,flow,0.5180718889,0.06694560669
1.08,207,497,10.3,water,13.33,flow,0.5310500995,0.07112970711
1.08,207,497,10.3,water,13.33,flow,0.5434819525,0.07531380753
1.08,207,497,10.3,water,13.33,flow,0.5554132236,0.07949790795
1.08,207,497,10.3,water,13.33,flow,0.5668823057,0.08368200837
1.08,207,497,10.3,water,13.33,flow,0.5779238998,0.08786610879
1.08,207,497,10.3,water,13.33,flow,0.5885675387,0.09205020921
1.08,207,497,10.3,water,13.33,flow,0.5988412787,0.09623430962
1.08,207,497,10.3,water,13.33,flow,0.6087672693,0.10041841
1.08,207,497,10.3,water,13.33,flow,0.618369137,0.1046025105
1.08,207,497,10.3,water,13.33,flow,0.6276646013,0.1087866109
1.08,207,497,10.3,water,13.33,flow,0.6366713821,0.1129707113
1.08,207,497,10.3,water,13.33,flow,0.6454057223,0.1171548117
1.08,207,497,10.3,water,13.33,flow,0.6538816501,0.1213389121
1.08,207,497,10.3,water,13.33,flow,0.6621131935,0.1255230126
1.08,207,497,10.3,water,13.33,flow,0.6701121658,0.129707113
1.08,207,497,10.3,water,13.33,flow,0.6778889033,0.1338912134
1.08,207,497,10.3,water,13.33,flow,0.6854552193,0.1380753138
1.08,207,497,10.3,water,13.33,flow,0.6928192353,0.1422594142
1.08,207,497,10.3,water,13.33,flow,0.6999905495,0.1464435146
1.08,207,497,10.3,water,13.33,flow,0.7069772833,0.1506276151
1.08,207,497,10.3,water,13.33,flow,0.7137875584,0.1548117155
1.08,207,497,10.3,water,13.33,flow,0.7204272813,0.1589958159
1.08,207,497,10.3,water,13.33,flow,0.7269038351,0.1631799163
1.08,207,497,10.3,water,13.33,flow,0.7332231266,0.1673640167
1.08,207,497,10.3,water,13.33,flow,0.7393918005,0.1715481172
1.08,207,497,10.3,water,13.33,flow,0.7454150251,0.1757322176
1.08,207,497,10.3,water,13.33,flow,0.7512972304,0.179916318
1.08,207,497,10.3,water,13.33,flow,0.7570443229,0.1841004184
1.08,207,497,10.3,water,13.33,flow,0.7626599942,0.1882845188
1.08,207,497,10.3,water,13.33,flow,0.7681494126,0.1924686192
1.08,207,497,10.3,water,13.33,flow,0.7735162696,0.1966527197
1.08,207,497,10.3,water,13.33,flow,0.778764257,0.2008368201
1.08,207,497,10.3,water,13.33,flow,0.7838978045,0.2050209205
1.08,207,497,10.3,water,13.33,flow,0.7889191272,0.2092050209
1.08,207,497,10.3,water,13.33,flow,0.7938326551,0.2133891213
1.08,207,497,10.3,water,13.33,flow,0.7986413413,0.2175732218
1.08,207,497,10.3,water,13.33,flow,0.8033481391,0.2217573222
1.08,207,497,10.3,water,13.33,flow,0.807956002,0.2259414226
1.08,207,497,10.3,water,13.33,flow,0.8124671447,0.230125523
1.08,207,497,10.3,water,13.33,flow,0.8168845207,0.2343096234
1.08,207,497,10.3,water,13.33,flow,0.8212110831,0.2384937238
1.08,207,497,10.3,water,13.33,flow,0.8254483087,0.2426778243
1.08,207,497,10.3,water,13.33,flow,0.8295991506,0.2468619247
1.08,207,497,10.3,water,13.33,flow,0.833665824,0.2510460251
1.08,207,497,10.3,water,13.33,flow,0.8376498054,0.2552301255
1.08,207,497,10.3,water,13.33,flow,0.8415540481,0.2594142259
1.08,207,497,10.3,water,13.33,flow,0.8453800287,0.2635983264
1.08,207,497,10.3,water,13.33,flow,0.8491292239,0.2677824268
1.08,207,497,10.3,water,13.33,flow,0.8528038487,0.2719665272
1.08,207,497,10.3,water,13.33,flow,0.8564053797,0.2761506276
1.08,207,497,10.3,water,13.33,flow,0.8599360318,0.280334728
1.08,207,497,10.3,water,13.33,flow,0.8633965435,0.2845188285
1.08,207,497,10.3,water,13.33,flow,0.8667891295,0.2887029289
1.08,207,497,10.3,water,13.33,flow,0.8701152667,0.2928870293
1.08,207,497,10.3,water,13.33,flow,0.8733756933,0.2970711297
1.08,207,497,10.3,water,13.33,flow,0.8765726242,0.3012552301
1.08,207,497,10.3,water,13.33,flow,0.8797067979,0.3054393305
1.08,207,497,10.3,water,13.33,flow,0.8827796909,0.309623431
1.08,207,497,10.3,water,13.33,flow,0.8857927798,0.3138075314
1.08,207,497,10.3,water,13.33,flow,0.8887460647,0.3179916318
1.08,207,497,10.3,water,13.33,flow,0.891642499,0.3221757322
1.08,207,497,10.3,water,13.33,flow,0.8944820824,0.3263598326
1.08,207,497,10.3,water,13.33,flow,0.8972662918,0.3305439331
1.08,207,497,10.3,water,13.33,flow,0.8999966037,0.3347280335
1.08,207,497,10.3,water,13.33,flow,0.9026722799,0.3389121339
1.08,207,497,10.3,water,13.33,flow,0.9052962735,0.3430962343
1.08,207,497,10.3,water,13.33,flow,0.9078685847,0.3472803347
1.08,207,497,10.3,water,13.33,flow,0.9103906901,0.3514644351
1.08,207,497,10.3,water,13.33,flow,0.9128633279,0.3556485356
1.08,207,497,10.3,water,13.33,flow,0.9152864982,0.359832636
1.08,207,497,10.3,water,13.33,flow,0.9176616776,0.3640167364
1.08,207,497,10.3,water,13.33,flow,0.9199903428,0.3682008368
1.08,207,497,10.3,water,13.33,flow,0.9222724937,0.3723849372
1.08,207,497,10.3,water,13.33,flow,0.9245088687,0.3765690377
1.08,207,497,10.3,water,13.33,flow,0.9267009445,0.3807531381
1.08,207,497,10.3,water,13.33,flow,0.9288487209,0.3849372385
1.08,207,497,10.3,water,13.33,flow,0.9309529365,0.3891213389
1.08,207,497,10.3,water,13.33,flow,0.9330150677,0.3933054393
1.08,207,497,10.3,water,13.33,flow,0.9350343762,0.3974895397
1.08,207,497,10.3,water,13.33,flow,0.9370130771,0.4016736402
1.08,207,497,10.3,water,13.33,flow,0.9389511704,0.4058577406
1.08,207,497,10.3,water,13.33,flow,0.9408493943,0.410041841
1.08,207,497,10.3,water,13.33,flow,0.9427077488,0.4142259414
1.08,207,497,10.3,water,13.33,flow,0.9445277107,0.4184100418
1.08,207,497,10.3,water,13.33,flow,0.9463092798,0.4225941423
1.08,207,497,10.3,water,13.33,flow,0.9480531946,0.4267782427
1.08,207,497,10.3,water,13.33,flow,0.9497594549,0.4309623431
1.08,207,497,10.3,water,13.33,flow,0.9514295376,0.4351464435
1.08,207,497,10.3,water,13.33,flow,0.9530641808,0.4393305439
1.08,207,497,10.3,water,13.33,flow,0.9546626463,0.4435146444
1.08,207,497,10.3,water,13.33,flow,0.9562264106,0.4476987448
1.08,207,497,10.3,water,13.33,flow,0.9577554739,0.4518828452
1.08,207,497,10.3,water,13.33,flow,0.9592505744,0.4560669456
1.08,207,497,10.3,water,13.33,flow,0.9607117121,0.460251046
1.08,207,497,10.3,water,13.33,flow,0.9621396254,0.4644351464
1.08,207,497,10.3,water,13.33,flow,0.9635357909,0.4686192469
1.08,207,497,10.3,water,13.33,flow,0.9648987319,0.4728033473
1.08,207,497,10.3,water,13.33,flow,0.9662306634,0.4769874477
1.08,207,497,10.3,water,13.33,flow,0.9675308471,0.4811715481
1.08,207,497,10.3,water,13.33,flow,0.9687992829,0.4853556485
1.08,207,497,10.3,water,13.33,flow,0.970038186,0.489539749
1.08,207,497,10.3,water,13.33,flow,0.9712468178,0.4937238494
1.08,207,497,10.3,water,13.33,flow,0.9724251785,0.4979079498
1.08,207,497,10.3,water,13.33,flow,0.9735740064,0.5020920502
1.08,207,497,10.3,water,13.33,flow,0.9746940397,0.5062761506
1.08,207,497,10.3,water,13.33,flow,0.9757852785,0.510460251
1.08,207,497,10.3,water,13.33,flow,0.976848461,0.5146443515
1.08,207,497,10.3,water,13.33,flow,0.9778828491,0.5188284519
1.08,207,497,10.3,water,13.33,flow,0.9788899193,0.5230125523
1.08,207,497,10.3,water,13.33,flow,0.9798704099,0.5271966527
1.08,207,497,10.3,water,13.33,flow,0.9808228442,0.5313807531
1.08,207,497,10.3,water,13.33,flow,0.9817486991,0.5355648536
1.08,207,497,10.3,water,13.33,flow,0.9826487127,0.539748954
1.08,207,497,10.3,water,13.33,flow,0.9835221467,0.5439330544
1.08,207,497,10.3,water,13.33,flow,0.9843704778,0.5481171548
1.08,207,497,10.3,water,13.33,flow,0.9851922293,0.5523012552
1.08,207,497,10.3,water,13.33,flow,0.9859896163,0.5564853556
1.08,207,497,10.3,water,13.33,flow,0.9867619003,0.5606694561
1.08,207,497,10.3,water,13.33,flow,0.9875090814,0.5648535565
1.08,207,497,10.3,water,13.33,flow,0.9882326362,0.5690376569
1.08,207,497,10.3,water,13.33,flow,0.9889318264,0.5732217573
1.08,207,497,10.3,water,13.33,flow,0.989606652,0.5774058577
1.08,207,497,10.3,water,13.33,flow,0.9902585896,0.5815899582
1.08,207,497,10.3,water,13.33,flow,0.990886901,0.5857740586
1.08,207,497,10.3,water,13.33,flow,0.9914923244,0.589958159
1.08,207,497,10.3,water,13.33,flow,0.9920748599,0.5941422594
1.08,207,497,10.3,water,13.33,flow,0.9926345074,0.5983263598
1.08,207,497,10.3,water,13.33,flow,0.9931720052,0.6025104603
1.08,207,497,10.3,water,13.33,flow,0.9936873534,0.6066945607
1.08,207,497,10.3,water,13.33,flow,0.9941812903,0.6108786611
1.08,207,497,10.3,water,13.33,flow,0.9946530776,0.6150627615
1.08,207,497,10.3,water,13.33,flow,0.9951034536,0.6192468619
1.08,207,497,10.3,water,13.33,flow,0.9955324182,0.6234309623
1.08,207,497,10.3,water,13.33,flow,0.9959407099,0.6276150628
1.08,207,497,10.3,water,13.33,flow,0.9963275902,0.6317991632
1.08,207,497,10.3,water,13.33,flow,0.9966945358,0.6359832636
1.08,207,497,10.3,water,13.33,flow,0.9970408085,0.640167364
1.08,207,497,10.3,water,13.33,flow,0.9973671465,0.6443514644
1.08,207,497,10.3,water,13.33,flow,0.9976728115,0.6485355649
1.08,207,497,10.3,water,13.33,flow,0.9979592801,0.6527196653
1.08,207,497,10.3,water,13.33,flow,0.9982265524,0.6569037657
1.08,207,497,10.3,water,13.33,flow,0.9984731517,0.6610878661
1.08,207,497,10.3,water,13.33,flow,0.9987012929,0.6652719665
1.08,207,497,10.3,water,13.33,flow,0.9989102379,0.6694560669
1.08,207,497,10.3,water,13.33,flow,0.9991007247,0.6736401674
1.08,207,497,10.3,water,13.33,flow,0.9992720153,0.6778242678
1.08,207,497,10.3,water,13.33,flow,0.9994248478,0.6820083682
1.08,207,497,10.3,water,13.33,flow,0.9995592222,0.6861924686
1.08,207,497,10.3,water,13.33,flow,0.9996751387,0.690376569
1.08,207,497,10.3,water,13.33,flow,0.9997740737,0.6945606695
1.08,207,497,10.3,water,13.33,flow,0.9998538124,0.6987447699
1.08,207,497,10.3,water,13.33,flow,0.9999165697,0.7029288703
1.08,207,497,10.3,water,13.33,flow,0.9999616073,0.7071129707
1.08,207,497,10.3,water,13.33,flow,0.9999896635,0.7112970711
1.08,207,497,10.3,water,13.33,flow,1,0.7154811715
1.08,207,497,10.3,water,13.33,flow,0.9999933551,0.719665272
1.08,207,497,10.3,water,13.33,flow,0.9999697288,0.7238493724
1.08,207,497,10.3,water,13.33,flow,0.9999291212,0.7280334728
1.08,207,497,10.3,water,13.33,flow,0.9998722704,0.7322175732
1.08,207,497,10.3,water,13.33,flow,0.9997984383,0.7364016736
1.08,207,497,10.3,water,13.33,flow,0.9997091014,0.7405857741
1.08,207,497,10.3,water,13.33,flow,0.9996027832,0.7447698745
1.08,207,497,10.3,water,13.33,flow,0.9994802219,0.7489539749
1.08,207,497,10.3,water,13.33,flow,0.9993421558,0.7531380753
1.08,207,497,10.3,water,13.33,flow,0.9991878466,0.7573221757
1.08,207,497,10.3,water,13.33,flow,0.9990180328,0.7615062762
1.08,207,497,10.3,water,13.33,flow,0.9988327141,0.7656903766
1.08,207,497,10.3,water,13.33,flow,0.9986326291,0.769874477
1.08,207,497,10.3,water,13.33,flow,0.998416301,0.7740585774
1.08,207,497,10.3,water,13.33,flow,0.9981852064,0.7782426778
