pressure(bar),heat flux(kW/m2),mass fluxkg/(m2⋅s),sub cooling,fluid,channel dia(mm),flow/pool,d/dMax,t/tMax
8.6,138,1072,5.6,water,13.33,flow,0.9870912653,0.9743589744
8.6,138,1072,5.6,water,13.33,flow,1,1
8.27,146,1075,6,water,13.33,flow,0,0
8.27,146,1075,6,water,13.33,flow,0.1740826893,0.0303030303
8.27,146,1075,6,water,13.33,flow,0.2461919412,0.06060606061
8.27,146,1075,6,water,13.33,flow,0.3015182212,0.09090909091
8.27,146,1075,6,water,13.33,flow,0.3481653786,0.1212121212
8.27,146,1075,6,water,13.33,flow,0.3892598985,0.1515151515
8.27,146,1075,6,water,13.33,flow,0.4264025412,0.1818181818
8.27,146,1075,6,water,13.33,flow,0.4605687702,0.2121212121
8.27,146,1075,6,water,13.33,flow,0.4923588705,0.2424242424
8.27,146,1075,6,water,13.33,flow,0.522223056,0.2727272727
8.27,146,1075,6,water,13.33,flow,0.5504864811,0.303030303
8.27,146,1075,6,water,13.33,flow,0.5773492409,0.3333333333
8.27,146,1075,6,water,13.33,flow,0.6030364423,0.3636363636
8.27,146,1075,6,water,13.33,flow,0.6276481329,0.3939393939
8.27,146,1075,6,water,13.33,flow,0.6513343838,0.4242424242
8.27,146,1075,6,water,13.33,flow,0.6741952427,0.4545454545
8.27,146,1075,6,water,13.33,flow,0.6963057452,0.4848484848
8.27,146,1075,6,water,13.33,flow,0.7177409269,0.5151515152
8.27,146,1075,6,water,13.33,flow,0.7385508116,0.5454545455
8.27,146,1075,6,water,13.33,flow,0.7587854231,0.5757575758
8.27,146,1075,6,water,13.33,flow,0.778494785,0.6060606061
8.27,146,1075,6,water,13.33,flow,0.7977289212,0.6363636364
8.27,146,1075,6,water,13.33,flow,0.8164878317,0.6666666667
8.27,146,1075,6,water,13.33,flow,0.8348465521,0.696969697
8.27,146,1075,6,water,13.33,flow,0.8528050824,0.7272727273
8.27,146,1075,6,water,13.33,flow,0.8703884345,0.7575757576
8.27,146,1075,6,water,13.33,flow,0.8876216203,0.7878787879
8.27,146,1075,6,water,13.33,flow,0.9045296516,0.8181818182
8.27,146,1075,6,water,13.33,flow,0.9211375403,0.8484848485
8.27,146,1075,6,water,13.33,flow,0.9374452865,0.8787878788
8.27,146,1075,6,water,13.33,flow,0.953477902,0.9090909091
8.27,146,1075,6,water,13.33,flow,0.9692353868,0.9393939394
8.27,146,1075,6,water,13.33,flow,0.9847427528,0.9696969697
8.27,146,1075,6,water,13.33,flow,1,1
8.09,198,1091,8.7,water,13.33,flow,0,0
8.09,198,1091,8.7,water,13.33,flow,0.2085225989,0.04347826087
8.09,198,1091,8.7,water,13.33,flow,0.294877908,0.08695652174
8.09,198,1091,8.7,water,13.33,flow,0.3611564233,0.1304347826
8.09,198,1091,8.7,water,13.33,flow,0.4170201019,0.1739130435
8.09,198,1091,8.7,water,13.33,flow,0.4662584385,0.2173913043
8.09,198,1091,8.7,water,13.33,flow,0.5107536326,0.2608695652
8.09,198,1091,8.7,water,13.33,flow,0.5516851959,0.3043478261
8.09,198,1091,8.7,water,13.33,flow,0.589755816,0.347826087
8.09,198,1091,8.7,water,13.33,flow,0.6255427008,0.3913043478
8.09,198,1091,8.7,water,13.33,flow,0.6593720983,0.4347826087
8.09,198,1091,8.7,water,13.33,flow,0.6915702562,0.4782608696
8.09,198,1091,8.7,water,13.33,flow,0.7223128466,0.5217391304
8.09,198,1091,8.7,water,13.33,flow,0.7518006374,0.5652173913
8.09,198,1091,8.7,water,13.33,flow,0.7801842046,0.6086956522
8.09,198,1091,8.7,water,13.33,flow,0.807563932,0.652173913
8.09,198,1091,8.7,water,13.33,flow,0.8340402038,0.6956521739
8.09,198,1091,8.7,water,13.33,flow,0.8597134038,0.7391304348
8.09,198,1091,8.7,water,13.33,flow,0.884633724,0.7826086957
8.09,198,1091,8.7,water,13.33,flow,0.9088764524,0.8260869565
8.09,198,1091,8.7,water,13.33,flow,0.9324917811,0.8695652174
8.09,198,1091,8.7,water,13.33,flow,0.9555299019,0.9130434783
8.09,198,1091,8.7,water,13.33,flow,0.9780159109,0.9565217391
8.09,198,1091,8.7,water,13.33,flow,1,1
8.06,275,1100,12.8,water,13.33,flow,0,0
8.06,275,1100,12.8,water,13.33,flow,0.2356907402,0.05555555556
8.06,275,1100,12.8,water,13.33,flow,0.3333333333,0.1111111111
8.06,275,1100,12.8,water,13.33,flow,0.408250924,0.1666666667
8.06,275,1100,12.8,water,13.33,flow,0.4714064529,0.2222222222
8.06,275,1100,12.8,water,13.33,flow,0.5270452502,0.2777777778
8.06,275,1100,12.8,water,13.33,flow,0.5773399261,0.3333333333
8.06,275,1100,12.8,water,13.33,flow,0.6236140246,0.3888888889
8.06,275,1100,12.8,water,13.33,flow,0.6666666667,0.4444444444
8.06,275,1100,12.8,water,13.33,flow,0.7070971931,0.5
8.06,275,1100,12.8,water,13.33,flow,0.7453551094,0.5555555556
8.06,275,1100,12.8,water,13.33,flow,0.7817400859,0.6111111111
8.06,275,1100,12.8,water,13.33,flow,0.816501848,0.6666666667
8.06,275,1100,12.8,water,13.33,flow,0.8498401758,0.7222222222
8.06,275,1100,12.8,water,13.33,flow,0.8819049046,0.7777777778
8.06,275,1100,12.8,water,13.33,flow,0.9128708421,0.8333333333
8.06,275,1100,12.8,water,13.33,flow,0.9428129058,0.8888888889
8.06,275,1100,12.8,water,13.33,flow,0.9718060134,0.9444444444
8.06,275,1100,12.8,water,13.33,flow,1,1
7.97,345,1094,16.1,water,13.33,flow,0,0
7.97,345,1094,16.1,water,13.33,flow,0.57732929,0.3333333333
7.97,345,1094,16.1,water,13.33,flow,0.816480184,0.6666666667
7.97,345,1094,16.1,water,13.33,flow,1,1
7.98,414,1122,19.3,water,13.33,flow,0,0
7.98,414,1122,19.3,water,13.33,flow,0.4472109533,0.2
7.98,414,1122,19.3,water,13.33,flow,0.6324543611,0.4
7.98,414,1122,19.3,water,13.33,flow,0.7745943205,0.6
7.98,414,1122,19.3,water,13.33,flow,0.8944219067,0.8
7.98,414,1122,19.3,water,13.33,flow,1,1
1.21,84.1,214.6,21,water,13.33,flow,0.07273936944,0.005291005291
1.21,84.1,214.6,21,water,13.33,flow,0.1028686675,0.01058201058
1.21,84.1,214.6,21,water,13.33,flow,0.1259879606,0.01587301587
1.21,84.1,214.6,21,water,3.846,flow,0.1454787389,0.02116402116
1.21,84.1,214.6,21,water,3.846,flow,0.162650232,0.02645502646
1.21,84.1,214.6,21,water,3.846,flow,0.1781743466,0.03174603175
1.21,84.1,214.6,21,water,3.846,flow,0.1924501642,0.03703703704
1.21,84.1,214.6,21,water,3.846,flow,0.205737884,0.04232804233
1.21,84.1,214.6,21,water,3.846,flow,0.2182181083,0.04761904762
1.21,84.1,214.6,21,water,3.846,flow,0.2300220346,0.05291005291
1.21,84.1,214.6,21,water,3.846,flow,0.2412490215,0.0582010582
1.21,84.1,214.6,21,water,3.846,flow,0.2519764701,0.06349206349
1.21,84.1,214.6,21,water,3.846,flow,0.262265313,0.06878306878
1.21,84.1,214.6,21,water,3.846,flow,0.2721655042,0.07407407407
1.21,84.1,214.6,21,water,3.846,flow,0.2817182143,0.07936507937
1.21,84.1,214.6,21,water,3.846,flow,0.2909569288,0.08465608466
1.21,84.1,214.6,21,water,3.846,flow,0.2999118397,0.08994708995
1.21,84.1,214.6,21,water,3.846,flow,0.3086065515,0.09523809524
1.21,84.1,214.6,21,water,3.846,flow,0.317063022,0.1005291005
1.21,84.1,214.6,21,water,3.846,flow,0.3252999151,0.1058201058
1.21,84.1,214.6,21,water,3.846,flow,0.3333331504,0.1111111111
1.21,84.1,214.6,21,water,3.846,flow,0.3411775491,0.1164021164
1.21,84.1,214.6,21,water,3.846,flow,0.3488451881,0.1216931217
1.21,84.1,214.6,21,water,3.846,flow,0.3563481442,0.126984127
1.21,84.1,214.6,21,water,3.846,flow,0.3636962983,0.1322751323
1.21,84.1,214.6,21,water,3.846,flow,0.3708989824,0.1375661376
1.21,84.1,214.6,21,water,3.846,flow,0.3779644307,0.1428571429
1.21,84.1,214.6,21,water,3.846,flow,0.3849003284,0.1481481481
1.21,84.1,214.6,21,water,3.846,flow,0.3917132628,0.1534391534
1.21,84.1,214.6,21,water,3.846,flow,0.3984092723,0.1587301587
1.21,84.1,214.6,21,water,3.846,flow,0.4049954932,0.164021164
1.21,84.1,214.6,21,water,3.846,flow,0.411475768,0.1693121693
1.21,84.1,214.6,21,water,3.846,flow,0.4178555862,0.1746031746
1.21,84.1,214.6,21,water,3.846,flow,0.4241393394,0.1798941799
1.21,84.1,214.6,21,water,3.846,flow,0.430331419,0.1851851852
1.21,84.1,214.6,21,water,3.846,flow,0.4364356677,0.1904761905
1.21,84.1,214.6,21,water,3.846,flow,0.4424559281,0.1957671958
1.21,84.1,214.6,21,water,3.846,flow,0.4483949449,0.2010582011
1.21,84.1,214.6,21,water,3.846,flow,0.4542565607,0.2063492063
1.21,84.1,214.6,21,water,3.846,flow,0.4600435202,0.2116402116
1.21,84.1,214.6,21,water,3.846,flow,0.4657585682,0.2169312169
1.21,84.1,214.6,21,water,3.846,flow,0.4714044493,0.2222222222
1.21,84.1,214.6,21,water,3.846,flow,0.4769833593,0.2275132275
1.21,84.1,214.6,21,water,3.846,flow,0.482498043,0.2328042328
1.21,84.1,214.6,21,water,3.846,flow,0.4879501472,0.2380952381
1.21,84.1,214.6,21,water,3.846,flow,0.4933418676,0.2433862434
1.21,84.1,214.6,21,water,3.846,flow,0.4986754,0.2486772487
1.21,84.1,214.6,21,water,3.846,flow,0.5039523913,0.253968254
1.21,84.1,214.6,21,water,3.846,flow,0.5091750371,0.2592592593
1.21,84.1,214.6,21,water,3.846,flow,0.5143444355,0.2645502646
1.21,84.1,214.6,21,water,3.846,flow,0.5194622333,0.2698412698
1.21,84.1,214.6,21,water,3.846,flow,0.5245306261,0.2751322751
1.21,84.1,214.6,21,water,3.846,flow,0.529550163,0.2804232804
1.21,84.1,214.6,21,water,3.846,flow,0.5345224908,0.2857142857
1.21,84.1,214.6,21,water,3.846,flow,0.5394492562,0.291005291
1.21,84.1,214.6,21,water,3.846,flow,0.5443310084,0.2962962963
1.21,84.1,214.6,21,water,3.846,flow,0.549169394,0.3015873016
1.21,84.1,214.6,21,water,3.846,flow,0.5539660599,0.3068783069
1.21,84.1,214.6,21,water,3.846,flow,0.5587210062,0.3121693122
1.21,84.1,214.6,21,water,3.846,flow,0.5634358796,0.3174603175
1.21,84.1,214.6,21,water,3.846,flow,0.568111778,0.3227513228
1.21,84.1,214.6,21,water,3.846,flow,0.5727497994,0.328042328
1.21,84.1,214.6,21,water,3.846,flow,0.5773504926,0.3333333333
1.21,84.1,214.6,21,water,3.846,flow,0.5819144066,0.3386243386
1.21,84.1,214.6,21,water,3.846,flow,0.5864431882,0.3439153439
1.21,84.1,214.6,21,water,3.846,flow,0.5909368375,0.3492063492
1.21,84.1,214.6,21,water,3.846,flow,0.5953970012,0.3544973545
1.21,84.1,214.6,21,water,3.846,flow,0.5998236794,0.3597883598
1.21,84.1,214.6,21,water,3.846,flow,0.60421797,0.3650793651
1.21,84.1,214.6,21,water,3.846,flow,0.6085804218,0.3703703704
1.21,84.1,214.6,21,water,3.846,flow,0.6129121329,0.3756613757
1.21,84.1,214.6,21,water,3.846,flow,0.617213652,0.380952381
1.21,84.1,214.6,21,water,3.846,flow,0.6214849793,0.3862433862
1.21,84.1,214.6,21,water,3.846,flow,0.6257272125,0.3915343915
1.21,84.1,214.6,21,water,3.846,flow,0.6299409008,0.3968253968
1.21,84.1,214.6,21,water,3.846,flow,0.6341265929,0.4021164021
1.21,84.1,214.6,21,water,3.846,flow,0.6382848379,0.4074074074
1.21,84.1,214.6,21,water,3.846,flow,0.6424161846,0.4126984127
1.21,84.1,214.6,21,water,3.846,flow,0.6465211821,0.417989418
1.21,84.1,214.6,21,water,3.846,flow,0.6505998303,0.4232804233
1.21,84.1,214.6,21,water,3.846,flow,0.654653776,0.4285714286
1.21,84.1,214.6,21,water,3.846,flow,0.6586824704,0.4338624339
1.21,84.1,214.6,21,water,3.846,flow,0.6626864623,0.4391534392
1.21,84.1,214.6,21,water,3.846,flow,0.6666668496,0.4444444444
1.21,84.1,214.6,21,water,3.846,flow,0.6706230835,0.4497354497
1.21,84.1,214.6,21,water,3.846,flow,0.6745562617,0.455026455
1.21,84.1,214.6,21,water,3.846,flow,0.6784669333,0.4603174603
1.21,84.1,214.6,21,water,3.846,flow,0.6823550982,0.4656084656
1.21,84.1,214.6,21,water,3.846,flow,0.6862213054,0.4708994709
1.21,84.1,214.6,21,water,3.846,flow,0.6900655548,0.4761904762
1.21,84.1,214.6,21,water,3.846,flow,0.6938883954,0.4814814815
1.21,84.1,214.6,21,water,3.846,flow,0.6976909252,0.4867724868
1.21,84.1,214.6,21,water,3.846,flow,0.7014725951,0.4920634921
1.21,84.1,214.6,21,water,3.846,flow,0.7052334052,0.4973544974
1.21,84.1,214.6,21,water,3.846,flow,0.7089750022,0.5026455026
1.21,84.1,214.6,21,water,3.846,flow,0.7126968373,0.5079365079
1.21,84.1,214.6,21,water,3.846,flow,0.7163989105,0.5132275132
1.21,84.1,214.6,21,water,3.846,flow,0.7200823195,0.5185185185
1.21,84.1,214.6,21,water,3.846,flow,0.7237470645,0.5238095238
1.21,84.1,214.6,21,water,3.846,flow,0.7273931455,0.5291005291
1.21,84.1,214.6,21,water,3.846,flow,0.7310211113,0.5343915344
1.21,84.1,214.6,21,water,3.846,flow,0.7346309619,0.5396825397
1.21,84.1,214.6,21,water,3.846,flow,0.7382232464,0.544973545
1.21,84.1,214.6,21,water,3.846,flow,0.7417979647,0.5502645503
1.21,84.1,214.6,21,water,3.846,flow,0.7453562148,0.5555555556
1.21,84.1,214.6,21,water,3.846,flow,0.7488968986,0.5608465608
1.21,84.1,214.6,21,water,3.846,flow,0.7524211141,0.5661375661
1.21,84.1,214.6,21,water,3.846,flow,0.7559288613,0.5714285714
1.21,84.1,214.6,21,water,3.846,flow,0.7594206892,0.5767195767
1.21,84.1,214.6,21,water,3.846,flow,0.7628960488,0.582010582
1.21,84.1,214.6,21,water,3.846,flow,0.766356038,0.5873015873
1.21,84.1,214.6,21,water,3.846,flow,0.7698001078,0.5925925926
1.21,84.1,214.6,21,water,3.846,flow,0.7732293562,0.5978835979
1.21,84.1,214.6,21,water,3.846,flow,0.7766432341,0.6031746032
1.21,84.1,214.6,21,water,3.846,flow,0.7800422906,0.6084656085
1.21,84.1,214.6,21,water,3.846,flow,0.7834259767,0.6137566138
1.21,84.1,214.6,21,water,3.846,flow,0.7867959391,0.619047619
1.21,84.1,214.6,21,water,3.846,flow,0.7901510802,0.6243386243
1.21,84.1,214.6,21,water,3.846,flow,0.7934919486,0.6296296296
1.21,84.1,214.6,21,water,3.846,flow,0.7968190936,0.6349206349
1.21,84.1,214.6,21,water,3.846,flow,0.800131966,0.6402116402
1.21,84.1,214.6,21,water,3.846,flow,0.8034316637,0.6455026455
1.21,84.1,214.6,21,water,3.846,flow,0.8067176379,0.6507936508
1.21,84.1,214.6,21,water,3.846,flow,0.8099904374,0.6560846561
1.21,84.1,214.6,21,water,3.846,flow,0.8132500623,0.6613756614
1.21,84.1,214.6,21,water,3.846,flow,0.8164965126,0.6666666667
1.21,84.1,214.6,21,water,3.846,flow,0.8197303371,0.671957672
1.21,84.1,214.6,21,water,3.846,flow,0.8229509871,0.6772486772
1.21,84.1,214.6,21,water,3.846,flow,0.8261595602,0.6825396825
1.21,84.1,214.6,21,water,3.846,flow,0.8293555077,0.6878306878
1.21,84.1,214.6,21,water,3.846,flow,0.8325393784,0.6931216931
1.21,84.1,214.6,21,water,3.846,flow,0.8357106235,0.6984126984
1.21,84.1,214.6,21,water,3.846,flow,0.8388703407,0.7037037037
1.21,84.1,214.6,21,water,3.846,flow,0.8420179812,0.708994709
1.21,84.1,214.6,21,water,3.846,flow,0.8451540939,0.7142857143
1.21,84.1,214.6,21,water,3.846,flow,0.8482786787,0.7195767196
1.21,84.1,214.6,21,water,3.846,flow,0.8513917358,0.7248677249
1.21,84.1,214.6,21,water,3.846,flow,0.854493265,0.7301587302
1.21,84.1,214.6,21,water,3.846,flow,0.8575838154,0.7354497354
1.21,84.1,214.6,21,water,3.846,flow,0.860662838,0.7407407407
1.21,84.1,214.6,21,water,3.846,flow,0.8637314306,0.746031746
1.21,84.1,214.6,21,water,3.846,flow,0.8667884955,0.7513227513
1.21,84.1,214.6,21,water,3.846,flow,0.8698356793,0.7566137566
1.21,84.1,214.6,21,water,3.846,flow,0.8728713354,0.7619047619
1.21,84.1,214.6,21,water,3.846,flow,0.8758971105,0.7671957672
1.21,84.1,214.6,21,water,3.846,flow,0.8789124556,0.7724867725
1.21,84.1,214.6,21,water,3.846,flow,0.8819168219,0.7777777778
1.21,84.1,214.6,21,water,3.846,flow,0.8849118562,0.7830687831
1.21,84.1,214.6,21,water,3.846,flow,0.8878964605,0.7883597884
1.21,84.1,214.6,21,water,3.846,flow,0.8908706349,0.7936507937
1.21,84.1,214.6,21,water,3.846,flow,0.8938354773,0.7989417989
1.21,84.1,214.6,21,water,3.846,flow,0.8967904387,0.8042328042
1.21,84.1,214.6,21,water,3.846,flow,0.8997355192,0.8095238095
1.21,84.1,214.6,21,water,3.846,flow,0.9026707186,0.8148148148
1.21,84.1,214.6,21,water,3.846,flow,0.905597135,0.8201058201
1.21,84.1,214.6,21,water,3.846,flow,0.9085136703,0.8253968254
1.21,84.1,214.6,21,water,3.846,flow,0.9114208737,0.8306878307
1.21,84.1,214.6,21,water,3.846,flow,0.914318745,0.835978836
1.21,84.1,214.6,21,water,3.846,flow,0.9172078332,0.8412698413
1.21,84.1,214.6,21,water,3.846,flow,0.9200875894,0.8465608466
1.21,84.1,214.6,21,water,3.846,flow,0.9229580135,0.8518518519
1.21,84.1,214.6,21,water,3.846,flow,0.9258202035,0.8571428571
1.21,84.1,214.6,21,water,3.846,flow,0.9286730615,0.8624338624
1.21,84.1,214.6,21,water,3.846,flow,0.9315176853,0.8677248677
1.21,84.1,214.6,21,water,3.846,flow,0.9343529771,0.873015873
1.21,84.1,214.6,21,water,3.846,flow,0.9371800347,0.8783068783
1.21,84.1,214.6,21,water,3.846,flow,0.9399988582,0.8835978836
1.21,84.1,214.6,21,water,3.846,flow,0.9428088986,0.8888888889
1.21,84.1,214.6,21,water,3.846,flow,0.9456107048,0.8941798942
1.21,84.1,214.6,21,water,3.846,flow,0.9484042769,0.8994708995
1.21,84.1,214.6,21,water,3.846,flow,0.9511896149,0.9047619048
1.21,84.1,214.6,21,water,3.846,flow,0.9539667187,0.9100529101
1.21,84.1,214.6,21,water,3.846,flow,0.9567361373,0.9153439153
1.21,84.1,214.6,21,water,3.846,flow,0.9594973217,0.9206349206
1.21,84.1,214.6,21,water,3.846,flow,0.962250272,0.9259259259
1.21,84.1,214.6,21,water,3.846,flow,0.9649955371,0.9312169312
1.21,84.1,214.6,21,water,3.846,flow,0.967733117,0.9365079365
1.21,84.1,214.6,21,water,3.846,flow,0.9704630117,0.9417989418
1.21,84.1,214.6,21,water,3.846,flow,0.9731852211,0.9470899471
1.21,84.1,214.6,21,water,3.846,flow,0.9759002943,0.9523809524
1.21,84.1,214.6,21,water,3.846,flow,0.9786071334,0.9576719577
1.21,84.1,214.6,21,water,3.846,flow,0.9813068362,0.962962963
1.21,84.1,214.6,21,water,3.846,flow,0.9839988538,0.9682539683
1.21,84.1,214.6,21,water,3.846,flow,0.9866837351,0.9735449735
1.21,84.1,214.6,21,water,3.846,flow,0.9893614802,0.9788359788
1.21,84.1,214.6,21,water,3.846,flow,0.9920315401,0.9841269841
1.21,84.1,214.6,21,water,3.846,flow,0.9946950126,0.9894179894
1.21,84.1,214.6,21,water,3.846,flow,0.9973508,0.9947089947
1.21,84.1,214.6,21,water,3.846,flow,1,1
1.23,138.8,284.5,21,water,3.846,flow,0.08058237906,0.006493506494
1.23,138.8,284.5,21,water,3.846,flow,0.1139604621,0.01298701299
1.23,138.8,284.5,21,water,3.846,flow,0.1395723967,0.01948051948
1.23,138.8,284.5,21,water,3.846,flow,0.1611647581,0.02597402597
1.23,138.8,284.5,21,water,3.846,flow,0.1801876571,0.03246753247
1.23,138.8,284.5,21,water,3.846,flow,0.1973853014,0.03896103896
1.23,138.8,284.5,21,water,3.846,flow,0.2132009324,0.04545454545
1.23,138.8,284.5,21,water,3.846,flow,0.2279209243,0.05194805195
1.23,138.8,284.5,21,water,3.846,flow,0.2417471372,0.05844155844
1.23,138.8,284.5,21,water,3.846,flow,0.2548236702,0.06493506494
1.23,138.8,284.5,21,water,3.846,flow,0.2672611817,0.07142857143
1.23,138.8,284.5,21,water,3.846,flow,0.2791454014,0.07792207792
1.23,138.8,284.5,21,water,3.846,flow,0.2905438189,0.08441558442
1.23,138.8,284.5,21,water,3.846,flow,0.3015111552,0.09090909091
1.23,138.8,284.5,21,water,3.846,flow,0.3120936194,0.0974025974
1.23,138.8,284.5,21,water,3.846,flow,0.3223289082,0.1038961039
1.23,138.8,284.5,21,water,3.846,flow,0.3322492464,0.1103896104
1.23,138.8,284.5,21,water,3.846,flow,0.3418813864,0.1168831169
1.23,138.8,284.5,21,water,3.846,flow,0.3512502569,0.1233766234
1.23,138.8,284.5,21,water,3.846,flow,0.3603747062,0.1298701299
1.23,138.8,284.5,21,water,3.846,flow,0.3692741907,0.1363636364
1.23,138.8,284.5,21,water,3.846,flow,0.3779645188,0.1428571429
1.23,138.8,284.5,21,water,3.846,flow,0.3864590667,0.1493506494
1.23,138.8,284.5,21,water,3.846,flow,0.3947712108,0.1558441558
1.23,138.8,284.5,21,water,3.846,flow,0.4029112873,0.1623376623
1.23,138.8,284.5,21,water,3.846,flow,0.4108908483,0.1688311688
1.23,138.8,284.5,21,water,3.846,flow,0.4187177981,0.1753246753
1.23,138.8,284.5,21,water,3.846,flow,0.4264012569,0.1818181818
1.23,138.8,284.5,21,water,3.846,flow,0.4339491288,0.1883116883
1.23,138.8,284.5,21,water,3.846,flow,0.4413674939,0.1948051948
1.23,138.8,284.5,21,water,3.846,flow,0.4486630405,0.2012987013
1.23,138.8,284.5,21,water,3.846,flow,0.4558424566,0.2077922078
1.23,138.8,284.5,21,water,3.846,flow,0.4629099983,0.2142857143
1.23,138.8,284.5,21,water,3.846,flow,0.4698711378,0.2207792208
1.23,138.8,284.5,21,water,3.846,flow,0.4767313471,0.2272727273
1.23,138.8,284.5,21,water,3.846,flow,0.4834936663,0.2337662338
1.23,138.8,284.5,21,water,3.846,flow,0.4901629596,0.2402597403
1.23,138.8,284.5,21,water,3.846,flow,0.496742267,0.2467532468
1.23,138.8,284.5,21,water,3.846,flow,0.5032364526,0.2532467532
1.23,138.8,284.5,21,water,3.846,flow,0.5096473404,0.2597402597
1.23,138.8,284.5,21,water,3.846,flow,0.5159785785,0.2662337662
1.23,138.8,284.5,21,water,3.846,flow,0.522232599,0.2727272727
1.23,138.8,284.5,21,water,3.846,flow,0.5284136579,0.2792207792
1.23,138.8,284.5,21,water,3.846,flow,0.5345223633,0.2857142857
1.23,138.8,284.5,21,water,3.846,flow,0.5405623633,0.2922077922
1.23,138.8,284.5,21,water,3.846,flow,0.5465354818,0.2987012987
1.23,138.8,284.5,21,water,3.846,flow,0.552444151,0.3051948052
1.23,138.8,284.5,21,water,3.846,flow,0.5582901948,0.3116883117
1.23,138.8,284.5,21,water,3.846,flow,0.5640760454,0.3181818182
1.23,138.8,284.5,21,water,3.846,flow,0.5698029187,0.3246753247
1.23,138.8,284.5,21,water,3.846,flow,0.5754726388,0.3311688312
1.23,138.8,284.5,21,water,3.846,flow,0.5810870297,0.3376623377
1.23,138.8,284.5,21,water,3.846,flow,0.5866479155,0.3441558442
1.23,138.8,284.5,21,water,3.846,flow,0.5921565122,0.3506493506
1.23,138.8,284.5,21,water,3.846,flow,0.5976140359,0.3571428571
1.23,138.8,284.5,21,water,3.846,flow,0.6030223104,0.3636363636
1.23,138.8,284.5,21,water,3.846,flow,0.60838316,0.3701298701
1.23,138.8,284.5,21,water,3.846,flow,0.6136965845,0.3766233766
1.23,138.8,284.5,21,water,3.846,flow,0.6189644081,0.3831168831
1.23,138.8,284.5,21,water,3.846,flow,0.6241878468,0.3896103896
1.23,138.8,284.5,21,water,3.846,flow,0.6293675085,0.3961038961
1.23,138.8,284.5,21,water,3.846,flow,0.6345058254,0.4025974026
1.23,138.8,284.5,21,water,3.846,flow,0.6396021893,0.4090909091
1.23,138.8,284.5,21,water,3.846,flow,0.6446584244,0.4155844156
1.23,138.8,284.5,21,water,3.846,flow,0.6496751387,0.4220779221
1.23,138.8,284.5,21,water,3.846,flow,0.6546535482,0.4285714286
1.23,138.8,284.5,21,water,3.846,flow,0.6595942608,0.4350649351
1.23,138.8,284.5,21,water,3.846,flow,0.6644984927,0.4415584416
1.23,138.8,284.5,21,water,3.846,flow,0.6693668519,0.4480519481
1.23,138.8,284.5,21,water,3.846,flow,0.6741999463,0.4545454545
1.23,138.8,284.5,21,water,3.846,flow,0.6789983839,0.461038961
1.23,138.8,284.5,21,water,3.846,flow,0.6837633808,0.4675324675
1.23,138.8,284.5,21,water,3.846,flow,0.6884955451,0.474025974
1.23,138.8,284.5,21,water,3.846,flow,0.6931948766,0.4805194805
1.23,138.8,284.5,21,water,3.846,flow,0.6978631995,0.487012987
1.23,138.8,284.5,21,water,3.846,flow,0.7024999058,0.4935064935
1.23,138.8,284.5,21,water,3.846,flow,0.7071068194,0.5
1.23,138.8,284.5,21,water,3.846,flow,0.7116833323,0.5064935065
1.23,138.8,284.5,21,water,3.846,flow,0.7162312686,0.512987013
1.23,138.8,284.5,21,water,3.846,flow,0.7207500204,0.5194805195
1.23,138.8,284.5,21,water,3.846,flow,0.7252408035,0.525974026
1.23,138.8,284.5,21,water,3.846,flow,0.729703618,0.5324675325
1.23,138.8,284.5,21,water,3.846,flow,0.73413968,0.538961039
1.23,138.8,284.5,21,water,3.846,flow,0.7385489894,0.5454545455
1.23,138.8,284.5,21,water,3.846,flow,0.7429321543,0.5519480519
1.23,138.8,284.5,21,water,3.846,flow,0.7472891746,0.5584415584
1.23,138.8,284.5,21,water,3.846,flow,0.7516212663,0.5649350649
1.23,138.8,284.5,21,water,3.846,flow,0.7559290376,0.5714285714
1.23,138.8,284.5,21,water,3.846,flow,0.7602118803,0.5779220779
1.23,138.8,284.5,21,water,3.846,flow,0.7644704025,0.5844155844
1.23,138.8,284.5,21,water,3.846,flow,0.7687058203,0.5909090909
1.23,138.8,284.5,21,water,3.846,flow,0.7729181335,0.5974025974
1.23,138.8,284.5,21,water,3.846,flow,0.7771073422,0.6038961039
1.23,138.8,284.5,21,water,3.846,flow,0.7812740545,0.6103896104
1.23,138.8,284.5,21,water,3.846,flow,0.7854188783,0.6168831169
1.23,138.8,284.5,21,water,3.846,flow,0.7895418137,0.6233766234
1.23,138.8,284.5,21,water,3.846,flow,0.7936434685,0.6298701299
1.23,138.8,284.5,21,water,3.846,flow,0.797723843,0.6363636364
1.23,138.8,284.5,21,water,3.846,flow,0.801783545,0.6428571429
1.23,138.8,284.5,21,water,3.846,flow,0.8058225745,0.6493506494
1.23,138.8,284.5,21,water,3.846,flow,0.8098421477,0.6558441558
1.23,138.8,284.5,21,water,3.846,flow,0.8138410484,0.6623376623
1.23,138.8,284.5,21,water,3.846,flow,0.8178211007,0.6688311688
1.23,138.8,284.5,21,water,3.846,flow,0.8217810886,0.6753246753
1.23,138.8,284.5,21,water,3.846,flow,0.8257228361,0.6818181818
1.23,138.8,284.5,21,water,3.846,flow,0.8296451272,0.6883116883
1.23,138.8,284.5,21,water,3.846,flow,0.8335497859,0.6948051948
1.23,138.8,284.5,21,water,3.846,flow,0.8374355962,0.7012987013
